"Period","Year","Month","Oil Type","Volume (m3/d)","Volume (bbl/d)"
"08/01/2003","2003","August","Medium","27330.275161","171985.513360651935"
"08/01/2003","2003","August","Heavy","107551.030645","676803.256052617741"
"08/01/2003","2003","August","Total","254673.313870","1602622.745906116451"
"09/01/2003","2003","September","Light","116446.225333","732779.444212444000"
"09/01/2003","2003","September","Medium","27589.717666","173618.147946707000"
"09/01/2003","2003","September","Heavy","112050.834000","705119.875092738000"
"09/01/2003","2003","September","Total","256086.777000","1611517.467251889000"
"10/01/2003","2003","October","Light","124376.388064","782682.824266506774"
"10/01/2003","2003","October","Medium","27124.200645","170688.715899307741"
"10/01/2003","2003","October","Heavy","116743.330322","734649.083423763870"
"10/01/2003","2003","October","Total","268243.919032","1688020.623589578387"
"11/01/2003","2003","November","Light","102904.226333","647561.581011301000"
"11/01/2003","2003","November","Medium","30155.107666","189761.780365937000"
"11/01/2003","2003","November","Heavy","125628.372000","790561.380138804000"
"11/01/2003","2003","November","Total","258687.706000","1627884.741516042000"
"12/01/2003","2003","December","Light","98572.190645","620300.699906737741"
"12/01/2003","2003","December","Medium","23890.665483","150340.541524835806"
"12/01/2003","2003","December","Heavy","135001.716129","849546.494354593548"
"12/01/2003","2003","December","Total","257464.572258","1620187.735786167096"
"01/01/2004","2004","January","Light","106767.975483","671875.601899505806"
"01/01/2004","2004","January","Medium","6605.280645","41566.086544867741"
"01/01/2004","2004","January","Heavy","130602.925806","821865.535881609677"
"01/01/2004","2004","January","Total","243976.181935","1535307.224325983225"
"02/01/2004","2004","February","Light","110008.779310","692269.516944558620"
"02/01/2004","2004","February","Medium","11165.170344","70260.820360640689"
"02/01/2004","2004","February","Heavy","121420.972413","764084.816200944827"
"02/01/2004","2004","February","Total","242594.922068","1526615.153506144137"
"03/01/2004","2004","March","Light","97038.409032","610648.831547508387"
"03/01/2004","2004","March","Medium","9432.996774","59360.499781461290"
"03/01/2004","2004","March","Heavy","130216.302903","819432.573238684838"
"03/01/2004","2004","March","Total","236687.708709","1489441.904567654516"
"04/01/2004","2004","April","Light","102766.757333","646696.508252368000"
"04/01/2004","2004","April","Medium","8895.600000","55978.738729200000"
"04/01/2004","2004","April","Heavy","143377.366000","902253.261274662000"
"04/01/2004","2004","April","Total","255039.723333","1604928.508256230000"
"05/01/2004","2004","May","Light","128934.628064","811367.176758186774"
"05/01/2004","2004","May","Medium","7300.909677","45943.580569916129"
"05/01/2004","2004","May","Heavy","142719.263225","898111.914625358709"
"05/01/2004","2004","May","Total","278954.800967","1755422.671953461612"
"06/01/2004","2004","June","Light","122789.359000","772695.877308663000"
"06/01/2004","2004","June","Medium","9525.083333","59939.987329750000"
"06/01/2004","2004","June","Heavy","145980.289666","918633.087690911000"
"06/01/2004","2004","June","Total","278294.732000","1751268.952329324000"
"07/01/2004","2004","July","Light","136036.957096","856061.117725135161"
"07/01/2004","2004","July","Medium","7817.035483","49191.486463925806"
"07/01/2004","2004","July","Heavy","141848.783870","892634.112523906451"
"07/01/2004","2004","July","Total","285702.776451","1797886.716712967419"
"08/01/2004","2004","August","Light","108905.942580","685329.523110210967"
"08/01/2004","2004","August","Medium","6255.409677","39364.398576416129"
"08/01/2004","2004","August","Heavy","135265.819354","851208.458187832258"
"08/01/2004","2004","August","Total","250427.171612","1575902.379874459354"
"09/01/2004","2004","September","Light","115348.133333","725869.308283600000"
"09/01/2004","2004","September","Medium","7228.156666","45485.756276930000"
"09/01/2004","2004","September","Heavy","133172.500000","838035.498832500000"
"09/01/2004","2004","September","Total","255748.790000","1609390.563393030000"
"10/01/2004","2004","October","Light","105716.803870","665260.729257046451"
"10/01/2004","2004","October","Medium","7095.854838","44653.199792758064"
"10/01/2004","2004","October","Heavy","139064.258064","875111.489811096774"
"10/01/2004","2004","October","Total","251876.916774","1585025.418860901290"
"11/01/2004","2004","November","Light","115075.681000","724154.804710617000"
"11/01/2004","2004","November","Medium","6273.401000","39477.615396657000"
"11/01/2004","2004","November","Heavy","142298.193666","895462.184102639000"
"11/01/2004","2004","November","Total","263647.275666","1659094.604209913000"
"12/01/2004","2004","December","Light","103664.576451","652346.355575567419"
"12/01/2004","2004","December","Medium","7815.583225","49182.347611598709"
"12/01/2004","2004","December","Heavy","151929.051612","956067.795945619354"
"12/01/2004","2004","December","Total","263409.211290","1657596.499132785483"
"01/01/2005","2005","January","Light","75902.451935","477643.275979373225"
"01/01/2005","2005","January","Medium","16483.532258","103728.511354887096"
"01/01/2005","2005","January","Heavy","145992.838709","918712.057024064516"
"01/01/2005","2005","January","Total","238378.822903","1500083.844358324838"
"02/01/2005","2005","February","Light","83087.090000","522855.175916130000"
"02/01/2005","2005","February","Medium","16602.914285","104479.765383257142"
"02/01/2005","2005","February","Heavy","136865.075000","861272.345269275000"
"02/01/2005","2005","February","Total","236555.079285","1488607.286568662142"
"03/01/2005","2005","March","Light","68671.613870","432140.646049216451"
"03/01/2005","2005","March","Medium","17079.545161","107479.135325041935"
"03/01/2005","2005","March","Heavy","145111.100000","913163.401412700000"
"03/01/2005","2005","March","Total","230862.259032","1452783.182786958387"
"04/01/2005","2005","April","Light","75845.475000","477284.728272075000"
"04/01/2005","2005","April","Medium","18255.426666","114878.789487320000"
"04/01/2005","2005","April","Heavy","152258.193666","958139.039822639000"
"04/01/2005","2005","April","Total","246359.095333","1550302.557582034000"
"05/01/2005","2005","May","Light","99545.633548","626426.436894402580"
"05/01/2005","2005","May","Medium","21165.512903","133191.546031654838"
"05/01/2005","2005","May","Heavy","158121.329032","995034.912249948387"
"05/01/2005","2005","May","Total","278832.475483","1754652.895176005806"
"06/01/2005","2005","June","Light","86574.675666","544802.053791713000"
"06/01/2005","2005","June","Medium","22634.696666","142436.909361710000"
"06/01/2005","2005","June","Heavy","151481.703333","953252.697193090000"
"06/01/2005","2005","June","Total","260691.075666","1640491.660346513000"
"07/01/2005","2005","July","Light","88791.401935","558751.595209523225"
"07/01/2005","2005","July","Medium","17660.919354","111137.639988532258"
"07/01/2005","2005","July","Heavy","146946.777419","924715.056910829032"
"07/01/2005","2005","July","Total","253399.098709","1594604.292108884516"
"08/01/2005","2005","August","Light","92433.138064","581668.519901256774"
"08/01/2005","2005","August","Medium","20232.054838","127317.427916158064"
"08/01/2005","2005","August","Heavy","136079.825806","856330.884384909677"
"08/01/2005","2005","August","Total","248745.018709","1565316.832202324516"
"09/01/2005","2005","September","Light","91351.715300","574863.281087612100"
"09/01/2005","2005","September","Medium","17923.020000","112787.001868140000"
"09/01/2005","2005","September","Heavy","151979.677666","956386.378462427000"
"09/01/2005","2005","September","Total","261254.412966","1644036.661418179100"
"10/01/2005","2005","October","Light","94183.057096","592680.510132835161"
"10/01/2005","2005","October","Medium","18265.916129","114944.798173993548"
"10/01/2005","2005","October","Heavy","150187.786451","945110.263286537419"
"10/01/2005","2005","October","Total","262636.759677","1652735.571593366129"
"11/01/2005","2005","November","Light","107754.831800","678085.747576452600"
"11/01/2005","2005","November","Medium","18850.330000","118622.431092810000"
"11/01/2005","2005","November","Heavy","153722.540000","967353.961896780000"
"11/01/2005","2005","November","Total","280327.701800","1764062.140566042600"
"12/01/2005","2005","December","Light","130060.790967","818453.958866891612"
"12/01/2005","2005","December","Medium","18774.716129","118146.603815593548"
"12/01/2005","2005","December","Heavy","157162.051612","988998.316626619354"
"12/01/2005","2005","December","Total","305997.558709","1925598.879309104516"
"01/01/2006","2006","January","Light","105663.363870","664924.438978966451"
"01/01/2006","2006","January","Medium","7497.132258","47178.381210087096"
"01/01/2006","2006","January","Heavy","165212.677419","1039659.753587129032"
"01/01/2006","2006","January","Total","278373.173548","1751762.573776182580"
"02/01/2006","2006","February","Light","118582.673214","746223.805215230357"
"02/01/2006","2006","February","Medium","7244.496428","45588.580062010714"
"02/01/2006","2006","February","Heavy","162214.019285","1020789.626760242142"
"02/01/2006","2006","February","Total","288041.188928","1812602.012037483214"
"03/01/2006","2006","March","Light","107388.047419","675777.625919219032"
"03/01/2006","2006","March","Medium","8185.567741","51510.607263812903"
"03/01/2006","2006","March","Heavy","160683.368709","1011157.461568274516"
"03/01/2006","2006","March","Total","276256.983870","1738445.694751306451"
"04/01/2006","2006","April","Light","116858.201000","735371.948170257000"
"04/01/2006","2006","April","Medium","10965.783333","69006.106409650000"
"04/01/2006","2006","April","Heavy","158006.566666","994312.729094300000"
"04/01/2006","2006","April","Total","285830.551000","1798690.783674207000"
"05/01/2006","2006","May","Light","111651.456451","702606.649291727419"
"05/01/2006","2006","May","Medium","7575.219354","47669.772143632258"
"05/01/2006","2006","May","Heavy","153438.382258","965565.797861337096"
"05/01/2006","2006","May","Total","272665.058064","1715842.219296696774"
"06/01/2006","2006","June","Light","102287.381000","643679.861537517000"
"06/01/2006","2006","June","Medium","11229.900000","70668.154824300000"
"06/01/2006","2006","June","Heavy","162771.476666","1024297.626342170000"
"06/01/2006","2006","June","Total","276288.757666","1738645.642703987000"
"07/01/2006","2006","July","Light","96672.341290","608345.219595195483"
"07/01/2006","2006","July","Medium","9432.067741","59354.653514312903"
"07/01/2006","2006","July","Heavy","162964.435483","1025511.888585725806"
"07/01/2006","2006","July","Total","269068.844516","1693211.761695234193"
"08/01/2006","2006","August","Light","109068.836774","686354.592976341290"
"08/01/2006","2006","August","Medium","10217.674193","64298.362572590322"
"08/01/2006","2006","August","Heavy","163359.301612","1027996.724669869354"
"08/01/2006","2006","August","Total","282645.812580","1778649.680218800967"
"09/01/2006","2006","September","Light","113500.208333","714240.580511875000"
"09/01/2006","2006","September","Medium","10190.346666","64126.394353760000"
"09/01/2006","2006","September","Heavy","150112.433333","944636.076888700000"
"09/01/2006","2006","September","Total","273802.988333","1723003.051754335000"
"10/01/2006","2006","October","Light","132178.519354","831780.520771732258"
"10/01/2006","2006","October","Medium","11653.303225","73332.570777638709"
"10/01/2006","2006","October","Heavy","154404.987096","971648.503886845161"
"10/01/2006","2006","October","Total","298236.809677","1876761.595436216129"
"11/01/2006","2006","November","Light","138850.696666","873767.578473710000"
"11/01/2006","2006","November","Medium","9855.553333","62019.587782540000"
"11/01/2006","2006","November","Heavy","172557.466000","1085879.457820362000"
"11/01/2006","2006","November","Total","321263.716000","2021666.624076612000"
"12/01/2006","2006","December","Light","121293.832258","763284.741381987096"
"12/01/2006","2006","December","Medium","8864.059032","55780.255929558387"
"12/01/2006","2006","December","Heavy","174173.133548","1096046.622661902580"
"12/01/2006","2006","December","Total","304331.024838","1915111.619973448064"
"01/01/2007","2007","January","Light","111844.349354","703820.496748042258"
"01/01/2007","2007","January","Medium","12997.434193","81790.994746910322"
"01/01/2007","2007","January","Heavy","171741.843548","1080746.862366372580"
"01/01/2007","2007","January","Total","296583.627096","1866358.353861325161"
"02/01/2007","2007","February","Light","120349.787500","757344.002717887500"
"02/01/2007","2007","February","Medium","10508.713571","66129.831758959285"
"02/01/2007","2007","February","Heavy","171231.076071","1077532.675673621785"
"02/01/2007","2007","February","Total","302089.577142","1901006.510150468571"
"03/01/2007","2007","March","Light","96581.256451","607772.035730327419"
"03/01/2007","2007","March","Medium","13040.483870","82061.900210806451"
"03/01/2007","2007","March","Heavy","152065.607419","956927.122108139032"
"03/01/2007","2007","March","Total","261687.347741","1646761.058049272903"
"04/01/2007","2007","April","Light","115915.860666","729441.935207258000"
"04/01/2007","2007","April","Medium","9322.210000","58663.334453970000"
"04/01/2007","2007","April","Heavy","148865.359666","936788.420635901000"
"04/01/2007","2007","April","Total","274103.430333","1724893.690297129000"
"05/01/2007","2007","May","Light","119772.223709","753709.476377009516"
"05/01/2007","2007","May","Medium","12290.438709","77341.973267264516"
"05/01/2007","2007","May","Heavy","152517.592580","959771.400094260967"
"05/01/2007","2007","May","Total","284580.255000","1790822.849738535000"
"06/01/2007","2007","June","Light","109381.069666","688319.429919371000"
"06/01/2007","2007","June","Medium","12204.800000","76803.061113600000"
"06/01/2007","2007","June","Heavy","164202.499666","1033302.849444881000"
"06/01/2007","2007","June","Total","285788.369333","1798425.340477852000"
"07/01/2007","2007","July","Light","104765.864516","659276.603881374193"
"07/01/2007","2007","July","Medium","12184.129032","76672.981669548387"
"07/01/2007","2007","July","Heavy","169359.145161","1065752.882142241935"
"07/01/2007","2007","July","Total","286309.138709","1801702.467693164516"
"08/01/2007","2007","August","Light","123278.290322","775772.652204483870"
"08/01/2007","2007","August","Medium","11771.538709","74076.609769964516"
"08/01/2007","2007","August","Heavy","155420.712903","978040.321138054838"
"08/01/2007","2007","August","Total","290470.541935","1827889.583112503225"
"09/01/2007","2007","September","Light","121896.073333","767074.558348180000"
"09/01/2007","2007","September","Medium","10144.003333","63834.762384190000"
"09/01/2007","2007","September","Heavy","162900.380000","1025108.796585660000"
"09/01/2007","2007","September","Total","294940.456666","1856018.117318030000"
"10/01/2007","2007","October","Light","112915.854838","710563.327532758064"
"10/01/2007","2007","October","Medium","6027.948387","37933.017203380645"
"10/01/2007","2007","October","Heavy","157247.374193","989535.239425490322"
"10/01/2007","2007","October","Total","276191.177419","1738031.584161629032"
"11/01/2007","2007","November","Light","111197.044333","699747.098812327000"
"11/01/2007","2007","November","Medium","8208.016666","51651.875136950000"
"11/01/2007","2007","November","Heavy","174279.557333","1096716.332321968000"
"11/01/2007","2007","November","Total","293684.618333","1848115.306271245000"
"12/01/2007","2007","December","Light","102820.483870","647034.601670806451"
"12/01/2007","2007","December","Medium","7035.890322","44275.851667683870"
"12/01/2007","2007","December","Heavy","168368.341935","1059517.899127103225"
"12/01/2007","2007","December","Total","278224.716129","1750828.352465593548"
"01/01/2008","2008","January","Light","108904.629032","685321.257138048387"
"01/01/2008","2008","January","Heavy","172970.383548","1088477.888905152580"
"01/01/2008","2008","January","Total","281875.012580","1773799.146043200967"
"02/01/2008","2008","February","Light","106440.803448","669816.755065106896"
"02/01/2008","2008","February","Heavy","182202.182758","1146572.281187865517"
"02/01/2008","2008","February","Total","288642.986206","1816389.036252972413"
"03/01/2008","2008","March","Light","99549.858064","626453.021170296774"
"03/01/2008","2008","March","Heavy","174269.247096","1096651.451477665161"
"03/01/2008","2008","March","Total","273819.105161","1723104.472647961935"
"04/01/2008","2008","April","Light","118092.286666","743137.872796340000"
"04/01/2008","2008","April","Medium","665.226666","4186.176285920000"
"04/01/2008","2008","April","Heavy","169039.613333","1063742.114041960000"
"04/01/2008","2008","April","Total","287797.126666","1811066.163124220000"
"05/01/2008","2008","May","Light","105172.822580","661837.532786370967"
"05/01/2008","2008","May","Heavy","174047.048387","1095253.186772080645"
"05/01/2008","2008","May","Total","279219.870967","1757090.719558451612"
"06/01/2008","2008","June","Light","112073.180000","705260.495275260000"
"06/01/2008","2008","June","Heavy","172737.853333","1087014.609513640000"
"06/01/2008","2008","June","Total","284811.033333","1792275.104788900000"
"07/01/2008","2008","July","Light","118552.893548","746036.406036222580"
"07/01/2008","2008","July","Heavy","148321.367741","933365.157244412903"
"07/01/2008","2008","July","Total","266874.261290","1679401.563280635483"
"08/01/2008","2008","August","Light","133263.903225","838610.686261838709"
"08/01/2008","2008","August","Medium","74.351612","467.884067719354"
"08/01/2008","2008","August","Heavy","164156.874193","1033015.734866990322"
"08/01/2008","2008","August","Total","297495.129032","1872094.305196548387"
"09/01/2008","2008","September","Light","128950.000000","811463.910150000000"
"09/01/2008","2008","September","Medium","257.060000","1617.641820420000"
"09/01/2008","2008","September","Heavy","154114.153333","969818.328602740000"
"09/01/2008","2008","September","Total","283321.213333","1782899.880573160000"
"10/01/2008","2008","October","Light","126040.358064","793153.949528796774"
"10/01/2008","2008","October","Medium","0.061290","0.385691235483"
"10/01/2008","2008","October","Heavy","161984.545161","1019345.578910041935"
"10/01/2008","2008","October","Total","288024.964516","1812499.914130074193"
"11/01/2008","2008","November","Light","137639.513333","866145.774956260000"
"11/01/2008","2008","November","Medium","329.053333","2070.685572040000"
"11/01/2008","2008","November","Heavy","162609.710000","1023279.651841470000"
"11/01/2008","2008","November","Total","300578.276666","1891496.112369770000"
"12/01/2008","2008","December","Light","115026.203225","723843.448152938709"
"12/01/2008","2008","December","Medium","183.219354","1152.973199632258"
"12/01/2008","2008","December","Heavy","173151.674193","1089618.725010590322"
"12/01/2008","2008","December","Total","288361.096774","1814615.146363161290"
"01/01/2009","2009","January","Light","117302.419354","738167.350754032258"
"01/01/2009","2009","January","Medium","343.454838","2161.312185958064"
"01/01/2009","2009","January","Heavy","162226.880645","1020870.561456067741"
"01/01/2009","2009","January","Total","279872.754838","1761199.224396058064"
"02/01/2009","2009","February","Light","108520.010714","682900.909063467857"
"02/01/2009","2009","February","Medium","696.353571","4382.053446439285"
"02/01/2009","2009","February","Heavy","172336.707142","1084490.253900878571"
"02/01/2009","2009","February","Total","281553.071428","1771773.216410785714"
"03/01/2009","2009","March","Light","97568.170967","613982.547651551612"
"03/01/2009","2009","March","Medium","746.803225","4699.525907138709"
"03/01/2009","2009","March","Heavy","178504.429032","1123302.845766648387"
"03/01/2009","2009","March","Total","276819.403225","1741984.919325338709"
"04/01/2009","2009","April","Light","116625.996666","733910.719505810000"
"04/01/2009","2009","April","Medium","420.856666","2648.390820830000"
"04/01/2009","2009","April","Heavy","169788.093333","1068452.191649320000"
"04/01/2009","2009","April","Total","286834.946666","1805011.301975960000"
"05/01/2009","2009","May","Light","101128.241935","636385.565161403225"
"05/01/2009","2009","May","Medium","366.706451","2307.631260977419"
"05/01/2009","2009","May","Heavy","160706.896774","1011305.520313761290"
"05/01/2009","2009","May","Total","262201.845161","1649998.716736141935"
"06/01/2009","2009","June","Light","124118.766666","781061.649649700000"
"06/01/2009","2009","June","Heavy","180561.390000","1136247.006991230000"
"06/01/2009","2009","June","Total","304680.156666","1917308.656640930000"
"07/01/2009","2009","July","Light","136759.112903","860605.540946854838"
"07/01/2009","2009","July","Heavy","178949.774193","1126105.339182290322"
"07/01/2009","2009","July","Total","315708.887096","1986710.880129145161"
"08/01/2009","2009","August","Light","126462.080645","795807.789422467741"
"08/01/2009","2009","August","Heavy","172297.735483","1084245.010823825806"
"08/01/2009","2009","August","Total","298759.816129","1880052.800246293548"
"09/01/2009","2009","September","Light","137638.403333","866138.789884990000"
"09/01/2009","2009","September","Medium","441.540000","2778.548079780000"
"09/01/2009","2009","September","Heavy","162635.446666","1023441.609004460000"
"09/01/2009","2009","September","Total","300715.390000","1892358.946969230000"
"10/01/2009","2009","October","Light","115292.980645","725522.240303767741"
"10/01/2009","2009","October","Medium","527.774193","3321.207528290322"
"10/01/2009","2009","October","Heavy","159791.729032","1005546.500582748387"
"10/01/2009","2009","October","Total","275612.483870","1734389.948414806451"
"11/01/2009","2009","November","Light","143950.830000","905861.988221310000"
"11/01/2009","2009","November","Medium","307.746666","1936.605765560000"
"11/01/2009","2009","November","Heavy","167810.316666","1056006.325908050000"
"11/01/2009","2009","November","Total","312068.893333","1963804.919894920000"
"12/01/2009","2009","December","Light","135034.525806","849752.960962809677"
"12/01/2009","2009","December","Medium","271.864516","1710.804523374193"
"12/01/2009","2009","December","Heavy","173058.654838","1089033.367512358064"
"12/01/2009","2009","December","Total","308365.045161","1940497.132998541935"
"01/01/2010","2010","January","Light","109532.735483","689273.841218825806"
"01/01/2010","2010","January","Medium","222.954838","1403.022917458064"
"01/01/2010","2010","January","Heavy","163376.500000","1028104.951660500000"
"01/01/2010","2010","January","Total","273132.190322","1718781.815796783870"
"02/01/2010","2010","February","Light","95609.000000","601653.764913000000"
"02/01/2010","2010","February","Medium","416.142857","2618.727491571428"
"02/01/2010","2010","February","Heavy","189492.946428","1192452.014383660714"
"02/01/2010","2010","February","Total","285518.089285","1796724.506788232142"
"03/01/2010","2010","March","Light","102605.258064","645680.216448096774"
"03/01/2010","2010","March","Heavy","177413.023548","1116434.787127632580"
"03/01/2010","2010","March","Total","280018.281612","1762115.003575729354"
"04/01/2010","2010","April","Light","113159.736666","712098.041000990000"
"04/01/2010","2010","April","Medium","332.786666","2094.178904840000"
"04/01/2010","2010","April","Heavy","200237.840666","1260068.097304118000"
"04/01/2010","2010","April","Total","313730.364000","1974260.317209948000"
"05/01/2010","2010","May","Light","134591.974193","846968.046947690322"
"05/01/2010","2010","May","Medium","1222.619354","7693.768765432258"
"05/01/2010","2010","May","Heavy","215478.562258","1355975.778855597096"
"05/01/2010","2010","May","Total","351293.155806","2210637.594568719677"
"06/01/2010","2010","June","Light","131258.180000","825988.956820260000"
"06/01/2010","2010","June","Medium","778.246666","4897.394984060000"
"06/01/2010","2010","June","Heavy","190630.973933","1199613.458733194200"
"06/01/2010","2010","June","Total","322667.400600","2030499.810537514200"
"07/01/2010","2010","July","Light","132750.241935","835378.289215403225"
"07/01/2010","2010","July","Medium","509.567741","3206.636931812903"
"07/01/2010","2010","July","Heavy","188541.119354","1186462.302719932258"
"07/01/2010","2010","July","Total","321800.929032","2025047.228867148387"
"08/01/2010","2010","August","Light","111765.277419","703322.908365329032"
"08/01/2010","2010","August","Medium","606.522580","3816.759867270967"
"08/01/2010","2010","August","Heavy","193640.241935","1218550.351945403225"
"08/01/2010","2010","August","Total","306012.041935","1925690.020178003225"
"09/01/2010","2010","September","Light","122328.363333","769794.897500710000"
"09/01/2010","2010","September","Medium","488.783333","3075.843620650000"
"09/01/2010","2010","September","Heavy","182781.253333","1150216.289507440000"
"09/01/2010","2010","September","Total","305598.400000","1923087.030628800000"
"10/01/2010","2010","October","Light","125380.951612","789004.399023919354"
"10/01/2010","2010","October","Heavy","206856.796451","1301720.239548107419"
"10/01/2010","2010","October","Total","332237.748064","2090724.638572026774"
"11/01/2010","2010","November","Light","122886.756666","773308.786897130000"
"11/01/2010","2010","November","Medium","781.983333","4920.909293050000"
"11/01/2010","2010","November","Heavy","206154.070000","1297298.082477990000"
"11/01/2010","2010","November","Total","329822.810000","2075527.778668170000"
"12/01/2010","2010","December","Light","128149.122580","806424.103075470967"
"12/01/2010","2010","December","Medium","969.793548","6102.772119522580"
"12/01/2010","2010","December","Heavy","187402.864516","1179299.427790374193"
"12/01/2010","2010","December","Total","316521.780645","1991826.302985367741"
"01/01/2011","2011","January","Light","124881.958064","785864.303979996774"
"01/01/2011","2011","January","Medium","6039.264516","38004.227985174193"
"01/01/2011","2011","January","Heavy","192594.161161","1211967.515222953935"
"01/01/2011","2011","January","Total","323515.383741","2035836.047188124903"
"02/01/2011","2011","February","Light","121130.185714","762254.937083442857"
"02/01/2011","2011","February","Medium","6920.542857","43549.986562371428"
"02/01/2011","2011","February","Heavy","223594.682071","1407049.360235963785"
"02/01/2011","2011","February","Total","351645.410642","2212854.283881778071"
"03/01/2011","2011","March","Light","125657.119354","790742.283131932258"
"03/01/2011","2011","March","Medium","4897.335483","30818.231881025806"
"03/01/2011","2011","March","Heavy","209934.941935","1321090.568903303225"
"03/01/2011","2011","March","Total","340489.396774","2142651.083916261290"
"04/01/2011","2011","April","Light","106059.940000","667420.035848580000"
"04/01/2011","2011","April","Medium","5910.910000","37196.511369870000"
"04/01/2011","2011","April","Heavy","195145.790000","1228024.550622030000"
"04/01/2011","2011","April","Total","307116.640000","1932641.097840480000"
"05/01/2011","2011","May","Light","118984.264516","748750.961850174193"
"05/01/2011","2011","May","Medium","6429.022580","40456.919749770967"
"05/01/2011","2011","May","Heavy","202364.548548","1273451.165884557580"
"05/01/2011","2011","May","Total","327777.835645","2062659.047484502741"
"06/01/2011","2011","June","Light","105442.273333","663533.147841580000"
"06/01/2011","2011","June","Medium","4603.416666","28968.642794750000"
"06/01/2011","2011","June","Heavy","201641.613333","1268901.837955960000"
"06/01/2011","2011","June","Total","311687.303333","1961403.628592290000"
"07/01/2011","2011","July","Light","125232.516225","788070.316359179709"
"07/01/2011","2011","July","Medium","5961.064516","37512.126567774193"
"07/01/2011","2011","July","Heavy","219061.886064","1378525.123154292774"
"07/01/2011","2011","July","Total","350255.466806","2204107.566081246677"
"08/01/2011","2011","August","Light","106523.164516","670335.041487474193"
"08/01/2011","2011","August","Medium","5514.629032","34702.771908048387"
"08/01/2011","2011","August","Heavy","218433.250967","1374569.212385111612"
"08/01/2011","2011","August","Total","330471.044516","2079607.025780634193"
"09/01/2011","2011","September","Light","154901.026666","974770.009966520000"
"09/01/2011","2011","September","Medium","5786.103333","36411.120863890000"
"09/01/2011","2011","September","Heavy","211235.693666","1329276.013540139000"
"09/01/2011","2011","September","Total","371922.823666","2340457.144370549000"
"10/01/2011","2011","October","Light","129514.867741","815018.542073912903"
"10/01/2011","2011","October","Medium","6043.006451","38027.775450077419"
"10/01/2011","2011","October","Heavy","210264.038709","1323161.527842464516"
"10/01/2011","2011","October","Total","345821.912903","2176207.845366454838"
"11/01/2011","2011","November","Light","141698.183333","891686.404876450000"
"11/01/2011","2011","November","Medium","6202.486666","39031.361637740000"
"11/01/2011","2011","November","Heavy","213009.195333","1340436.405917734000"
"11/01/2011","2011","November","Total","360909.865333","2271154.172431924000"
"12/01/2011","2011","December","Light","135881.674193","855083.944620590322"
"12/01/2011","2011","December","Medium","4464.303225","28093.221804638709"
"12/01/2011","2011","December","Heavy","215899.448709","1358624.357108834516"
"12/01/2011","2011","December","Total","356245.426129","2241801.523534063548"
"01/01/2012","2012","January","Light","124193.078064","781529.280649836774"
"01/01/2012","2012","January","Medium","5241.770967","32985.715126751612"
"01/01/2012","2012","January","Heavy","220295.971612","1386291.047036059354"
"01/01/2012","2012","January","Total","349730.820645","2200806.042812647741"
"02/01/2012","2012","February","Light","138531.232482","871757.236047754965"
"02/01/2012","2012","February","Medium","8594.304620","54082.729992439241"
"02/01/2012","2012","February","Heavy","234299.671172","1474414.325835022344"
"02/01/2012","2012","February","Total","381425.208275","2400254.291875216551"
"03/01/2012","2012","March","Light","147505.707322","928232.322864852870"
"03/01/2012","2012","March","Medium","5869.351451","36934.989367742419"
"03/01/2012","2012","March","Heavy","225258.638967","1417520.403038627612"
"03/01/2012","2012","March","Total","378633.697741","2382687.715271222903"
"04/01/2012","2012","April","Light","123242.726266","775548.852686277200"
"04/01/2012","2012","April","Medium","9501.348233","59790.625739569300"
"04/01/2012","2012","April","Heavy","218105.498066","1372506.710247309800"
"04/01/2012","2012","April","Total","350849.572566","2207846.188673156300"
"05/01/2012","2012","May","Light","120264.381774","756806.556698406290"
"05/01/2012","2012","May","Medium","8031.710161","50542.403510446935"
"05/01/2012","2012","May","Heavy","232091.675538","1460519.725056918932"
"05/01/2012","2012","May","Total","360387.767474","2267868.685265772158"
"06/01/2012","2012","June","Light","147309.361849","926996.748877012593"
"06/01/2012","2012","June","Medium","7721.099266","48587.773567938200"
"06/01/2012","2012","June","Heavy","236949.016975","1491086.280116554955"
"06/01/2012","2012","June","Total","391979.478091","2466670.802561505748"
"07/01/2012","2012","July","Light","129208.925516","813093.291396651193"
"07/01/2012","2012","July","Medium","8940.981322","56264.316902670870"
"07/01/2012","2012","July","Heavy","233324.611821","1468278.416770874578"
"07/01/2012","2012","July","Total","371474.518659","2337636.025070196643"
"08/01/2012","2012","August","Light","138100.525735","869046.860077813835"
"08/01/2012","2012","August","Medium","7697.569421","48439.703619000681"
"08/01/2012","2012","August","Heavy","223123.371929","1404083.472910665069"
"08/01/2012","2012","August","Total","368921.467086","2321570.036607479586"
"09/01/2012","2012","September","Light","139536.404871","878082.642147306447"
"09/01/2012","2012","September","Medium","6126.203692","38551.323788725663"
"09/01/2012","2012","September","Heavy","214119.168391","1347421.307644531896"
"09/01/2012","2012","September","Total","359781.776954","2264055.273580564006"
"10/01/2012","2012","October","Light","130621.651079","821983.371345666666"
"10/01/2012","2012","October","Medium","8602.080777","54131.664236778782"
"10/01/2012","2012","October","Heavy","212938.523772","1339991.679889311580"
"10/01/2012","2012","October","Total","352162.255629","2216106.715471757029"
"11/01/2012","2012","November","Light","124666.192937","784506.524892404818"
"11/01/2012","2012","November","Medium","7849.309156","49394.580067498692"
